YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"WEEK ENDING","PROGRESS in PCT PLANTED","PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED","PROGRESS in PCT EMERGED","PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED","PROGRESS in PCT SILKING","PROGRESS, 5 YEAR AVG in PCT SILKING","PROGRESS, PREVIOUS YEAR in PCT SILKING","PROGRESS in PCT DOUGH","PROGRESS, 5 YEAR AVG in PCT DOUGH","PROGRESS, PREVIOUS YEAR in PCT DOUGH","PROGRESS in PCT DENTED","PROGRESS, 5 YEAR AVG in PCT DENTED","PROGRESS, PREVIOUS YEAR in PCT DENTED","PROGRESS in PCT MATURE","PROGRESS, 5 YEAR AVG in PCT MATURE","PROGRESS, PREVIOUS YEAR in PCT MATURE","PROGRESS in PCT HARVESTED","PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED"
2001,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2001-09-02," "," "," "," "," "," "," "," "," ",91,89," ",68,61," ",20,16," "," "," "," "
2001,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2001-09-09," "," "," "," "," "," "," "," "," ",95,95," ",81,76," ",32,28," "," "," "," "
2001,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2001-09-16," "," "," "," "," "," "," "," "," "," "," "," ",90,88," ",47,46," "," "," "," "
2001,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2001-09-23," "," "," "," "," "," "," "," "," "," "," "," ",94,95," ",64,65," "," "," "," "
2001,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2001-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",81,80," "," "," "," "
2001,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2001-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,91," "," "," "," "
2001,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2001-10-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,96," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2002-04-07,2,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2002-04-14,4,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2002-04-21,13,10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2002-04-28,26,25," ",7," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2002-05-05,42,51," ",12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2002-05-12,62,72," ",21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2002-05-19,70,87," ",34," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2002-05-26,83,94," ",53," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2002-06-02,92,98," ",75," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2002-06-09,98,99," ",90," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2002-06-16," "," "," ",97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2002-06-30," "," "," "," "," "," ",5,5," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2002-07-07," "," "," "," "," "," ",11,13," "," "," "," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2002-07-14," "," "," "," "," "," ",24,28," ",3,4," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2002-07-21," "," "," "," "," "," ",51,53," ",7,8," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2002-07-28," "," "," "," "," "," ",77,78," ",15,16," "," "," "," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2002-08-04," "," "," "," "," "," ",91,91," ",31,29," ",8,6," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2002-08-11," "," "," "," "," "," ",96,97," ",48,48," ",15,15," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2002-08-18," "," "," "," "," "," "," "," "," ",67,67," ",28,27," "," "," "," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2002-08-25," "," "," "," "," "," "," "," "," ",82,82," ",44,44," ",9,8," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2002-09-01," "," "," "," "," "," "," "," "," ",93,91," ",63,65," ",16,17," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2002-09-08," "," "," "," "," "," "," "," "," ",97,96," ",78,79," ",29,30," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2002-09-15," "," "," "," "," "," "," "," "," "," "," "," ",90,90," ",45,48," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2002-09-22," "," "," "," "," "," "," "," "," "," "," "," ",96,95," ",65,66," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2002-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",83,82," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2002-10-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",92,92," "," "," "," "
2002,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2002-10-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,96," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2003-04-13,5,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2003-04-20,12,10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2003-04-27,29,23," ",6,6," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2003-05-04,55,46," ",13,13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2003-05-11,64,67," ",24,29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2003-05-18,77,81," ",43,51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2003-05-25,88,91," ",64,71," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2003-06-01,95,96," ",81,85," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2003-06-08," "," "," ",91,94," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2003-06-15," "," "," ",96,98," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2003-06-29," "," "," "," "," "," ",5,5," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2003-07-06," "," "," "," "," "," ",9,12," "," "," "," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2003-07-13," "," "," "," "," "," ",19,28," ",3,4," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2003-07-20," "," "," "," "," "," ",42,53," ",6,8," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2003-07-27," "," "," "," "," "," ",70,78," ",10,16," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2003-08-03," "," "," "," "," "," ",86,91," ",19,29," "," "," "," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2003-08-10," "," "," "," "," "," ",95,97," ",35,48," ",9,15," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2003-08-17," "," "," "," "," "," "," "," "," ",57,67," ",18,28," "," "," "," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2003-08-24," "," "," "," "," "," "," "," "," ",76,82," ",34,46," ",7,9," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2003-08-31," "," "," "," "," "," "," "," "," ",90,92," ",57,65," ",13,17," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2003-09-07," "," "," "," "," "," "," "," "," ",95,96," ",74,80," ",23,30," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2003-09-14," "," "," "," "," "," "," "," "," "," "," "," ",88,91," ",40,49," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2003-09-21," "," "," "," "," "," "," "," "," "," "," "," ",95,96," ",60,69," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2003-09-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,84," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2003-10-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,93," "," "," "," "
2003,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2003-10-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,97," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2004-04-11,6,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2004-04-18,20,9," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2004-04-25,37,20," ",8,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2004-05-02,63,40," ",18,11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2004-05-09,84,63," ",36,24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2004-05-16,92,77," ",63,44," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2004-05-23,95,87," ",82,64," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2004-05-30," "," "," ",90,80," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2004-06-06," "," "," ",95,90," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2004-06-20," "," "," "," "," "," ",4,3," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2004-06-27," "," "," "," "," "," ",9,4," "," "," "," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2004-07-04," "," "," "," "," "," ",19,9," ",2,2," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2004-07-11," "," "," "," "," "," ",32,21," ",5,3," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2004-07-18," "," "," "," "," "," ",50,42," ",9,6," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2004-07-25," "," "," "," "," "," ",72,69," ",19,12," "," "," "," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2004-08-01," "," "," "," "," "," ",84,86," ",28,24," ",7,5," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2004-08-08," "," "," "," "," "," ",93,95," ",42,40," ",14,12," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2004-08-15," "," "," "," "," "," ",96,98," ",57,60," ",23,23," "," "," "," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2004-08-22," "," "," "," "," "," "," "," "," ",70,76," ",36,39," ",6,7," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2004-08-29," "," "," "," "," "," "," "," "," ",79,88," ",46,57," ",11,13," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2004-09-05," "," "," "," "," "," "," "," "," ",89,95," ",61,74," ",17,25," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2004-09-12," "," "," "," "," "," "," "," "," ",95,98," ",75,87," ",27,41," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2004-09-19," "," "," "," "," "," "," "," "," "," "," "," ",85,94," ",43,60," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2004-09-26," "," "," "," "," "," "," "," "," "," "," "," ",92,98," ",58,78," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2004-10-03," "," "," "," "," "," "," "," "," "," "," "," ",97,99," ",74,89," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2004-10-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88,95," "," "," "," "
2004,"US TOTAL","  ","  ","   ","WEEK #42",CORN,2004-10-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,98," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2005-04-17,14,10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2005-04-24,30,22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2005-05-01,52,45," ",13,12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2005-05-08,79,67," ",23,26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2005-05-15,89,79," ",41,48," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2005-05-22,95,88," ",66,66," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2005-05-29," "," "," ",85,80," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2005-06-05," "," "," ",95,90," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2005-06-26," "," "," "," "," "," ",4,5," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2005-07-03," "," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2005-07-10," "," "," "," "," "," ",25,22," ",3,3," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2005-07-17," "," "," "," "," "," ",49,41," ",6,6," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2005-07-24," "," "," "," "," "," ",79,65," ",14,13," "," "," "," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2005-07-31," "," "," "," "," "," ",92,84," ",27,23," ",4,5," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2005-08-07," "," "," "," "," "," ",97,93," ",44,38," ",10,11," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2005-08-14," "," "," "," "," "," "," "," "," ",65,56," ",23,21," "," "," "," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2005-08-21," "," "," "," "," "," "," "," "," ",80,72," ",40,35," ",6,6," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2005-08-28," "," "," "," "," "," "," "," "," ",91,84," ",61,52," ",11,12," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2005-09-04," "," "," "," "," "," "," "," "," ",96,93," ",79,69," ",20,22," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2005-09-11," "," "," "," "," "," "," "," "," "," "," "," ",89,82," ",36,36," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2005-09-18," "," "," "," "," "," "," "," "," "," "," "," ",96,91," ",57,53," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2005-09-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",76,71," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2005-10-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,84," "," "," "," "
2005,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2005-10-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,92," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2006-04-09,3,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2006-04-16,9,10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2006-04-23,25,22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2006-04-30,52,42," ",13,11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2006-05-07,70,64," ",25,22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2006-05-14,85,77," ",44,40," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2006-05-21,92,87," ",66,60," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2006-05-28,97,93," ",85,77," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2006-06-04," "," "," ",94,89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2006-06-11," "," "," ",98,95," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2006-06-25," "," "," "," "," "," ",5,5," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2006-07-02," "," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2006-07-09," "," "," "," "," "," ",23,20," "," "," "," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2006-07-16," "," "," "," "," "," ",51,38," ",6,6," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2006-07-23," "," "," "," "," "," ",78,63," ",13,12," "," "," "," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2006-07-30," "," "," "," "," "," ",91,82," ",25,21," ",5,5," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2006-08-06," "," "," "," "," "," ",97,92," ",44,36," ",12,10," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2006-08-13," "," "," "," "," "," "," "," "," ",67,54," ",25,19," "," "," "," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2006-08-20," "," "," "," "," "," "," "," "," ",82,71," ",44,33," ",7,6," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2006-08-27," "," "," "," "," "," "," "," "," ",93,84," ",65,50," ",12,11," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2006-09-03," "," "," "," "," "," "," "," "," ",97,92," ",81,67," ",20,19," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2006-09-10," "," "," "," "," "," "," "," "," "," "," "," ",91,81," ",34,32," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2006-09-17," "," "," "," "," "," "," "," "," "," "," "," ",96,90," ",52,49," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2006-09-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",75,67," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2006-10-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88,82," "," "," "," "
2006,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2006-10-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,91," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2007-04-08,3,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2007-04-15,4,9," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2007-04-22,11,22," ",3,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2007-04-29,23,42," ",4,10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2007-05-06,53,63," ",14,20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2007-05-13,78,78," ",39,36," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2007-05-20,92,86," ",67,56," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2007-05-27,97,93," ",85,75," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2007-06-03," "," "," ",94,88," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2007-06-10," "," "," ",99,95," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2007-06-24," "," "," "," "," "," ",4,4," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2007-07-01," "," "," "," "," "," ",13,9," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2007-07-08," "," "," "," "," "," ",32,18," "," "," "," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2007-07-15," "," "," "," "," "," ",56,36," ",6,5," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2007-07-22," "," "," "," "," "," ",78,62," ",14,11," "," "," "," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2007-07-29," "," "," "," "," "," ",90,82," ",25,20," ",4,4," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2007-08-05," "," "," "," "," "," ",96,92," ",41,34," ",9,9," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2007-08-12," "," "," "," "," "," "," "," "," ",66,53," ",24,18," "," "," "," "," "," "," "
2007,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2007-08-19," "," "," "," "," "," "," "," "," ",81,70," ",43,31," ",6,5," "," "," "," "
